Nome	Categoria	Programa	Posicao	Tipo
LUIZ MANUEL DO EIRADO AMORIM	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
LUIZ MANUEL DO EIRADO AMORIM	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
MARCIO COTRIM CUNHA	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
CRISTIANO FELIPE BORBA DO NASCIMENTO	Participante Externo	24001015052P8	3	ARTIGO EM PERIÓDICO
MARCIO COTRIM CUNHA	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
LUIZ MANUEL DO EIRADO AMORIM	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
RACHEL COUTINHO MARQUES DA SILVA	Participante Externo	24001015052P8	3	ARTIGO EM PERIÓDICO
FRANCISCO DE ASSIS DA COSTA	Docente	24001015052P8	4	ARTIGO EM PERIÓDICO
MARCELA DIMENSTEIN	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
JOVANKA BARACUHY CAVALCANTI SCOCUGLIA	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
GERMANA COSTA ROCHA	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
NELCI TINEM	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
MARCIO COTRIM CUNHA	Docente	24001015052P8	3	ARTIGO EM PERIÓDICO
ELIANA DE FATIMA DA COSTA LIMA	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
SOLANGE MARIA LEDER	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
YASMIN RAMOS PEREGRINO	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
ANA LAURA DE FREITAS ROSAS BRITO	Discente - Doutorado	24001015052P8	2	ARTIGO EM PERIÓDICO
JOSE AUGUSTO RIBEIRO DA SILVEIRA	Docente	24001015052P8	3	ARTIGO EM PERIÓDICO
JOSE AUGUSTO RIBEIRO DA SILVEIRA	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
REBECA MARIA RAMOS TABOSA	Discente - Bacharelado	24001015052P8	2	ARTIGO EM PERIÓDICO
FILIPE VALENTIM AFONSO	Discente - Bacharelado	24001015052P8	3	ARTIGO EM PERIÓDICO
MILENA DUTRA DA SILVA	Participante Externo	24001015052P8	4	ARTIGO EM PERIÓDICO
LUCY DONEGAN	Participante Externo	24001015052P8	5	ARTIGO EM PERIÓDICO
TATYANE NADJA MARTINS DE MENDONCA	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
ALUISIO BRAZ DE MELO	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
MARCIO COTRIM CUNHA	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
ANA ELISIA DA COSTA	Participante Externo	24001015052P8	2	ARTIGO EM PERIÓDICO
CELIA HELENA CASTRO GONSALES	Participante Externo	24001015052P8	3	ARTIGO EM PERIÓDICO
WELLINTANIA FREITAS DOS ANJOS	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
WESLEY RAMOS NOBREGA	Participante Externo	24001015052P8	2	ARTIGO EM PERIÓDICO
JOSE AUGUSTO RIBEIRO DA SILVEIRA	Docente	24001015052P8	3	ARTIGO EM PERIÓDICO
MILENA DUTRA DA SILVA	Participante Externo	24001015052P8	4	ARTIGO EM PERIÓDICO
MARCIA GENESIA DE SANT ANNA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
FERNANDO GIGANTE FERRAZ	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
ALEXSANDRO TENORIO PORANGABA	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
CAMILA BENEZATH RODRIGUES FERRAZ	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Discente - Doutorado	28001010019P5	2	ARTIGO EM PERIÓDICO
FRANCISCO DE ASSIS DA COSTA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Discente - Doutorado	28001010019P5	2	ARTIGO EM PERIÓDICO
FERNANDO GIGANTE FERRAZ	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
MANOEL MARIA DO NASCIMENTO JUNIOR	Discente - Mestrado	28001010019P5	1	ARTIGO EM PERIÓDICO
ANGELO SZANIECKI PERRET SERPA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
RAÍSA SANTOS MUNIZ	Sem Categoria	28001010019P5	2	ARTIGO EM PERIÓDICO
A. M . C. PEREIRA	Sem Categoria	28001010019P5	3	ARTIGO EM PERIÓDICO
FELIPE TAVARES DA SILVA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
MARCIA GENESIA DE SANT ANNA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
CARLA NEVES MARIANI	Discente - Mestrado	28001010019P5	1	ARTIGO EM PERIÓDICO
CLAUDIO OLIVEIRA DE CARVALHO	Participante Externo	28001010019P5	2	ARTIGO EM PERIÓDICO
OSNILDO ADAO WAN DALL JUNIOR	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
MANOELA DE SIQUEIRA LEIRO	Discente - Mestrado	28001010019P5	1	ARTIGO EM PERIÓDICO
ANGELO SZANIECKI PERRET SERPA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
GABRIELA VIEIRA DE TOLEDO LISBOA ATAIDE	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
PATRÍCIA CAMPOS BORJA	Sem Categoria	28001010019P5	2	ARTIGO EM PERIÓDICO
SANANE SANTOS SAMPAIO	Participante Externo	28001010019P5	1	ARTIGO EM PERIÓDICO
SERGIO KOPINSKI EKERMAN	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
CAMILA BENEZATH RODRIGUES FERRAZ	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
NIVALDO VIEIRA DE ANDRADE JUNIOR	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
ANTONIO PEDRO ALVES DE CARVALHO	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
DANIEL JURACY MELLADO PAZ	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
ROSE LAILA DE JESUS BOUCAS	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
OSNILDO ADAO WAN DALL JUNIOR	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
MAURICIO FELZEMBURGH VIDAL	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
ANTONIO PEDRO ALVES DE CARVALHO	Docente	28001010019P5	2	ARTIGO EM PERIÓDICO
RODRIGO ESPINHA BAETA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
JULIANA CARDOSO NERY	Participante Externo	28001010019P5	2	ARTIGO EM PERIÓDICO
ANGELO SZANIECKI PERRET SERPA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
MARIA DAS GRACAS BORJA GONDIM DOS SANTOS PEREIRA	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
DANILO ANTÔNIO VIANA LIMA	Sem Categoria	28001010019P5	2	ARTIGO EM PERIÓDICO
GILBERTO CORSO PEREIRA	Docente	28001010019P5	3	ARTIGO EM PERIÓDICO
DANIEL JURACY MELLADO PAZ	Discente - Doutorado	28001010019P5	1	ARTIGO EM PERIÓDICO
FELIPE TAVARES DA SILVA	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
Pawel Hawryszków	Participante Externo	28001010019P5	2	ARTIGO EM PERIÓDICO
ROBERTO LEAL PIMENTEL	Participante Externo	28001010019P5	3	ARTIGO EM PERIÓDICO
ANA CAROLINA DE SOUZA BIERRENBACH	Docente	28001010019P5	1	ARTIGO EM PERIÓDICO
FEDERICO CALABRESE	Discente - Doutorado	28001010019P5	2	ARTIGO EM PERIÓDICO
LIDIANE ESPINDULA	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
ENEIDA MARIA SOUZA MENDONCA	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
EDILSON CAVALCANTE DE OLIVEIRA JUNIOR	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
ENEIDA MARIA SOUZA MENDONCA	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
LUCIANA DA SILVA FLORENZANO	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
RENATA HERMANNY DE ALMEIDA	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
ROMULO SIMOES ANGELICA	Participante Externo	30001013030P1	3	ARTIGO EM PERIÓDICO
MARCIA BISSOLI DALVI	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
SOYANA CORREA FERRES	Discente - Bacharelado	30001013030P1	2	ARTIGO EM PERIÓDICO
CRISTINA ENGEL DE ALVAREZ	Docente	30001013030P1	3	ARTIGO EM PERIÓDICO
Gerardo Saelzer Fuica	Participante Externo	30001013030P1	4	ARTIGO EM PERIÓDICO
CLAUDIA DOS SANTOS PEREIRA	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
CAROLINE PROSCHOLDT ZAMBONI	Discente - Bacharelado	30001013030P1	2	ARTIGO EM PERIÓDICO
MARCIA BISSOLI DALVI	Participante Externo	30001013030P1	3	ARTIGO EM PERIÓDICO
CRISTINA ENGEL DE ALVAREZ	Docente	30001013030P1	4	ARTIGO EM PERIÓDICO
RODRIGO DE CARVALHO	Discente - Mestrado	30001013030P1	1	TRABALHO EM ANAIS
MARTHA MACHADO CAMPOS	Docente	30001013030P1	2	TRABALHO EM ANAIS
TAINAH VIRGINIA CYPRIANO PENNA	Discente - Mestrado	30001013030P1	1	ARTIGO EM PERIÓDICO
ENEIDA MARIA SOUZA MENDONCA	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
LINDA EMIKO KOGURE	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
MILTON ESTEVES JUNIOR	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
LINDA EMIKO KOGURE	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
MARIANI DAN TAUFNER	Discente - Bacharelado	30001013030P1	1	ARTIGO EM PERIÓDICO
RENATA HERMANNY DE ALMEIDA	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
ANDREA COELHO LARANJA	Docente	30001013030P1	3	ARTIGO EM PERIÓDICO
ERICA COELHO PAGEL	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
NEYVAL COSTA REIS JUNIOR	Participante Externo	30001013030P1	2	ARTIGO EM PERIÓDICO
CRISTINA ENGEL DE ALVAREZ	Docente	30001013030P1	3	ARTIGO EM PERIÓDICO
JANE MERI SANTOS	Participante Externo	30001013030P1	4	ARTIGO EM PERIÓDICO
SANDRA PAULE BEGHI	Participante Externo	30001013030P1	5	ARTIGO EM PERIÓDICO
JOSE LAERTE JUNIOR BOECHAT MORANDI	Participante Externo	30001013030P1	6	ARTIGO EM PERIÓDICO
MARILIA MARTINS NISHIKAWA	Participante Externo	30001013030P1	7	ARTIGO EM PERIÓDICO
PAULO WAGNNER PEREIRA ANTUNES	Participante Externo	30001013030P1	8	ARTIGO EM PERIÓDICO
SERVIO TULIO ALVES CASSINI	Participante Externo	30001013030P1	9	ARTIGO EM PERIÓDICO
BERNARDO ZANDOMENICO DIAS	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
CRISTINA ENGEL DE ALVAREZ	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
MAISA FAVERO COSTA	Discente - Mestrado	30001013030P1	1	TRABALHO EM ANAIS
MARTHA MACHADO CAMPOS	Docente	30001013030P1	2	TRABALHO EM ANAIS
MARINA SIMONE DIAS	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
MILTON ESTEVES JUNIOR	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
BERNARDO ZANDOMENICO DIAS	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
JOAO LUIZ CALMON NOGUEIRA DA GAMA	Participante Externo	30001013030P1	2	ARTIGO EM PERIÓDICO
CRISTINA ENGEL DE ALVAREZ	Docente	30001013030P1	3	ARTIGO EM PERIÓDICO
MARTHA MACHADO CAMPOS	Docente	30001013030P1	1	ARTIGO EM PERIÓDICO
MINIELI FIM	Participante Externo	30001013030P1	2	ARTIGO EM PERIÓDICO
GREICIKELLY GABURRO PANETO	Participante Externo	30001013030P1	1	ARTIGO EM PERIÓDICO
CRISTINA ENGEL DE ALVAREZ	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
PAULO HENRIQUE TROMBETTA ZANNIN	Participante Externo	30001013030P1	3	ARTIGO EM PERIÓDICO
CLAUDIA EMPERATRIZ DIAZ GARCIA	Discente - Mestrado	30001013030P1	1	ARTIGO EM PERIÓDICO
MILTON ESTEVES JUNIOR	Docente	30001013030P1	2	ARTIGO EM PERIÓDICO
SABRINA FERRETTI DO AMARAL	Discente - Doutorado	31003010052P4	1	ARTIGO EM PERIÓDICO
MARIA DE LOURDES PINTO MACHADO COSTA	Docente	31003010052P4	2	ARTIGO EM PERIÓDICO
DINAH TEREZA PAPI DE GUIMARAENS	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
GABRIELA GAZOLA BRANDAO	Discente - Doutorado	31003010052P4	1	ARTIGO EM PERIÓDICO
ANDREA DA ROSA SAMPAIO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
JOSE SIMOES DE BELMONT PESSOA	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
ELOISA CARVALHO DE ARAUJO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
ISABELA SANTA CRUZ NEVES	Discente - Mestrado	31003010052P4	2	ARTIGO EM PERIÓDICO
LOUISE LAND BITTENCOURT LOMARDO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
DIEGO SOUZA CAETANO	Discente - Doutorado	31003010052P4	2	ARTIGO EM PERIÓDICO
Doreen Evelin Kalz	Participante Externo	31003010052P4	3	ARTIGO EM PERIÓDICO
LUIZ PINGUELLI ROSA	Participante Externo	31003010052P4	4	ARTIGO EM PERIÓDICO
CATHERINE JACQUELINE SUZANNE GALLOIS	Discente - Doutorado	31003010052P4	1	ARTIGO EM PERIÓDICO
CARLA MARIA TEIXEIRA COELHO	Discente - Doutorado	31003010052P4	1	ARTIGO EM PERIÓDICO
GABRIELA GAZOLA BRANDAO	Discente - Doutorado	31003010052P4	1	ARTIGO EM PERIÓDICO
LUCIANA NEMER DINIZ	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
ELOISA CARVALHO DE ARAUJO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
FELIX CARRIELLO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
NICOLLE PERES CARDOSO	Discente - Mestrado	31003010052P4	1	ARTIGO EM PERIÓDICO
SONIA MARIA TADDEI FERRAZ	Docente	31003010052P4	2	ARTIGO EM PERIÓDICO
CLARA BRAGA DE BRITTO PEREIRA	Discente - Bacharelado	31003010052P4	3	ARTIGO EM PERIÓDICO
LETICIA LYRA ACIOLY	Discente - Bacharelado	31003010052P4	4	ARTIGO EM PERIÓDICO
VINICIUS DE MORAES NETTO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
VINICIUS DE MORAES NETTO	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
VERA LUCIA FERREIRA MOTTA REZENDE	Docente	31003010052P4	1	ARTIGO EM PERIÓDICO
GABRIELA GAZOLA BRANDAO	Discente - Doutorado	31003010052P4	1	ARTIGO EM PERIÓDICO
GUSTAVO RESGALA SILVA	Discente - Doutorado	32001010049P0	1	ARTIGO EM PERIÓDICO
BERNARDO NEVES DE PAULA	Discente - Mestrado	32001010049P0	1	ARTIGO EM PERIÓDICO
TADEU STARLING PERDIGAO	Discente - Doutorado	32001010049P0	1	ARTIGO EM PERIÓDICO
FLÁVIO DE LEMOS CARSALADE	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
PEDRO HENRIQUE ALMEIDA DE MORAIS	Participante Externo	32001010049P0	2	ARTIGO EM PERIÓDICO
MARILIA PIMENTA CHAVES	Discente - Bacharelado	32001010049P0	1	ARTIGO EM PERIÓDICO
BERNARDO NEVES DE PAULA	Discente - Mestrado	32001010049P0	2	ARTIGO EM PERIÓDICO
NATACHA SILVA ARAUJO RENA	Docente	32001010049P0	3	ARTIGO EM PERIÓDICO
RENATA MOREIRA MARQUEZ	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
LAIS DE KUNZENDORFF E SOUZA LIMA	Discente - Mestrado	32001010049P0	1	ARTIGO EM PERIÓDICO
FLORA DEL REI LOPES PASSOS	Discente - Doutorado	32001010049P0	1	ARTIGO EM PERIÓDICO
POLYANA PEREIRA COELHO	Discente - Mestrado	32001010049P0	2	ARTIGO EM PERIÓDICO
ELISANGELA BATISTA DA SILVA	Discente - Doutorado	32001010049P0	1	ARTIGO EM PERIÓDICO
FLÁVIO DE LEMOS CARSALADE	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
CAMILA DINIZ BASTOS	Discente - Bacharelado	32001010049P0	1	ARTIGO EM PERIÓDICO
FELIPE NUNES COELHO MAGALHAES	Participante Externo	32001010049P0	2	ARTIGO EM PERIÓDICO
JOAO BOSCO MOURA TONUCCI FILHO	Participante Externo	32001010049P0	3	ARTIGO EM PERIÓDICO
MARIANA DE MOURA CRUZ	Discente - Mestrado	32001010049P0	4	ARTIGO EM PERIÓDICO
RITA DE CASSIA LUCENA VELLOSO	Docente	32001010049P0	5	ARTIGO EM PERIÓDICO
ANDERSON DE SOUZA SANT ANNA	Participante Externo	32001010049P0	1	ARTIGO EM PERIÓDICO
REED ELLIOT NELSON	Sem Categoria	32001010049P0	2	ARTIGO EM PERIÓDICO
LUANA ROCHA DE SOUZA	Discente - Mestrado	32001010049P0	1	ARTIGO EM PERIÓDICO
RAFAEL LEMIESZEK PINHEIRO	Discente - Doutorado	32001010049P0	1	ARTIGO EM PERIÓDICO
SILKE KAPP	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
ANDERSON DE SOUZA SANT ANNA	Participante Externo	32001010049P0	1	ARTIGO EM PERIÓDICO
BERNARDO NEVES DE PAULA	Discente - Mestrado	32001010049P0	1	ARTIGO EM PERIÓDICO
VANESSA BORGES BRASILEIRO	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
ANDRE GUILHERME DORNELLES DANGELO	Docente	32001010049P0	2	ARTIGO EM PERIÓDICO
BERNARDO NEVES DE PAULA	Discente - Mestrado	32001010049P0	1	ARTIGO EM PERIÓDICO
FLÁVIO DE LEMOS CARSALADE	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
ANDERSON DE SOUZA SANT ANNA	Participante Externo	32001010049P0	1	ARTIGO EM PERIÓDICO
RENAN PEREIRA ALMEIDA	Participante Externo	32001010049P0	1	ARTIGO EM PERIÓDICO
ROBERTO LUIS DE MELO MONTE MOR	Docente	32001010049P0	2	ARTIGO EM PERIÓDICO
ANDERSON DE SOUZA SANT ANNA	Participante Externo	32001010049P0	1	ARTIGO EM PERIÓDICO
ALTAMIRO SERGIO MOL BESSA	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
ANDERSON DE SOUZA SANT ANNA	Participante Externo	32001010049P0	1	ARTIGO EM PERIÓDICO
REED ELLIOT NELSON	Sem Categoria	32001010049P0	2	ARTIGO EM PERIÓDICO
JUPIRA GOMES DE MENDONCA	Docente	32001010049P0	3	ARTIGO EM PERIÓDICO
ALTAMIRO SERGIO MOL BESSA	Docente	32001010049P0	1	ARTIGO EM PERIÓDICO
KARINA MACHADO DE CASTRO SIMAO	Discente - Doutorado	32001010049P0	2	ARTIGO EM PERIÓDICO
MARILIA PIMENTA CHAVES	Discente - Bacharelado	32001010049P0	1	ARTIGO EM PERIÓDICO
BERNARDO NEVES DE PAULA	Discente - Mestrado	32001010049P0	2	ARTIGO EM PERIÓDICO
NATACHA SILVA ARAUJO RENA	Docente	32001010049P0	3	ARTIGO EM PERIÓDICO
ANTONIO CLEBER GONCALVES TIBIRICA	Docente	32002017039P0	1	ARTIGO EM PERIÓDICO
ALVARO MESSIAS BIGONHA TIBIRICA	Participante Externo	32002017039P0	2	ARTIGO EM PERIÓDICO
LORENA DARC TORK DA SILVA	Participante Externo	32002017039P0	3	ARTIGO EM PERIÓDICO
JOYCE CORRENA CARLO	Docente	32002017039P0	1	ARTIGO EM PERIÓDICO
ALEXANDRE CYPRESTE AMORIM	Participante Externo	32002017039P0	2	ARTIGO EM PERIÓDICO
JOYCE CORRENA CARLO	Docente	32002017039P0	1	ARTIGO EM PERIÓDICO
JOYCE CORRENA CARLO	Docente	32002017039P0	1	ARTIGO EM PERIÓDICO
LIGIANA PRICILA GUIMARAES FONSECA	Discente - Mestrado	32002017039P0	2	ARTIGO EM PERIÓDICO
KLEOS MAGALHAES LENZ CESAR JUNIOR	Participante Externo	32002017039P0	3	ARTIGO EM PERIÓDICO
LAILA OLIVEIRA SANTANA	Participante Externo	32002017039P0	4	ARTIGO EM PERIÓDICO
VITOR DIAS LOPES NUNES	Participante Externo	32002017039P0	5	ARTIGO EM PERIÓDICO
TERESA CRISTINA DE ALMEIDA FARIA	Docente	32002017039P0	1	ARTIGO EM PERIÓDICO
CRISTIANE AUN BERTOLDI	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
IANA GAROFALO CHAVES	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
CIBELE HADDAD TARALLI	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
LUIZ ANTONIO RECAMAN BARROS	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
HUGO MASSAKI SEGAWA	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
PAULO EDUARDO FONSECA DE CAMPOS	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
EDUARDO IGNACIO LOPES	Discente - Doutorado	33002010097P3	2	ARTIGO EM PERIÓDICO
ANA CLAUDIA SCAGLIONE VEIGA DE CASTRO	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
JOAO PAULO GOBBO	Participante Externo	33002010097P3	1	ARTIGO EM PERIÓDICO
ROGERIO ROZOLEN ALVES	Participante Externo	33002010097P3	2	ARTIGO EM PERIÓDICO
THIAGO SOUZA SILVEIRA	Participante Externo	33002010097P3	3	ARTIGO EM PERIÓDICO
DANIELA DE SOUZA ONCA	Participante Externo	33002010097P3	4	ARTIGO EM PERIÓDICO
LEONARDO MARQUES MONTEIRO	Docente	33002010097P3	5	ARTIGO EM PERIÓDICO
LEANDRO SILVA MEDRANO	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
LUIZ ANTONIO RECAMAN BARROS	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
RAPHAEL GRAZZIANO	Discente - Doutorado	33002010097P3	3	ARTIGO EM PERIÓDICO
MARIANA MARTINEZ WILDEROM	Discente - Doutorado	33002010097P3	4	ARTIGO EM PERIÓDICO
ANGELA ROSCH RODRIGUES	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
FLAVIA BRITO DO NASCIMENTO	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
SANDRA RIBEIRO CAMEIRA	Participante Externo	33002010097P3	1	ARTIGO EM PERIÓDICO
MARCOS DA COSTA BRAGA	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
KATIA RODRIGUES GUERREIRO SUGAWARA	Sem Categoria	33002010097P3	1	ARTIGO EM PERIÓDICO
RAFAEL ANTONIO CUNHA PERRONE	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
GABRIELA KRANTZ CESARINO	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
MARTA VIEIRA BOGEA	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
ANA PAULA GONCALVES PONTES	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
SAMIRA BUENO CHAHIN	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
ANDREA BUCHIDID LOEWEN	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
KARINA RIBEIRO DE OLIVEIRA	Discente - Mestrado	33002010097P3	2	ARTIGO EM PERIÓDICO
GABRIELA KRANTZ CESARINO	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
MARCIA SANDOVAL GREGORI	Participante Externo	33002010097P3	2	ARTIGO EM PERIÓDICO
NAYARA CRISTINA ROSA AMORIM	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
MARIA LUCIA REFINETTI RODRIGUES MARTINS	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
ESTEVAM VANALE OTERO	Participante Externo	33002010097P3	2	ARTIGO EM PERIÓDICO
PAULO CESAR GARCEZ MARINS	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
MÔNICA RAISA SCHPUN	Sem Categoria	33002010097P3	2	ARTIGO EM PERIÓDICO
ISABELA BELINI	Discente - Bacharelado	33002010097P3	1	ARTIGO EM PERIÓDICO
ROBERTA CONSENTINO KRONKA MULFARTH	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
SHEILA WALBE ORNSTEIN	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
SENGUPTA, URMI	Sem Categoria	33002010097P3	1	ARTIGO EM PERIÓDICO
MURTAGH, BRENDAN	Sem Categoria	33002010097P3	2	ARTIGO EM PERIÓDICO
MARIA CAMILA LOFFREDO D OTTAVIANO	Docente	33002010097P3	3	ARTIGO EM PERIÓDICO
SUZANA PASTERNAK	Docente	33002010097P3	4	ARTIGO EM PERIÓDICO
MARIA CECILIA FRANCA LOURENCO	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
CINTIA MIUA MARUYAMA	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
MARIA DE ASSUNCAO RIBEIRO FRANCO	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
CINTIA MIUA MARUYAMA	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
MARIA DE ASSUNCAO RIBEIRO FRANCO	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
LUIS ANTONIO JORGE	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
CINTIA MIUA MARUYAMA	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
MONICA JUNQUEIRA DE CAMARGO	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
MONICA JUNQUEIRA DE CAMARGO	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
GUILHERME TEIXEIRA WISNIK	Docente	33002010097P3	1	ARTIGO EM PERIÓDICO
LEILANE RIGATTO MARTINS	Discente - Doutorado	33002010097P3	1	ARTIGO EM PERIÓDICO
SERGIO REGIS MOREIRA MARTINS	Docente	33002010097P3	2	ARTIGO EM PERIÓDICO
MARCOS DA COSTA BRAGA	Docente	33002010097P3	3	ARTIGO EM PERIÓDICO
